Building Name,Address,URL,Type,Completion,Title,No. of Floors,Passenger Lift,Cargo Lift,Car Park,Loading Area,Cargo,Management Fee (Approx. per sq. ft.),Ceiling Height(Approx.),Floor Remark,Air Conditioning,Transport,Management Company,Air Conditioning Opening Times,Total Area,Grade,Raised Floor
New Mandarin Plaza A,14 Science Museum Road,https://www.midlandici.com.hk/ics/property/building/details/B000053342/New-Mandarin-Plaza-A?lang=english,Commercial,1982,Spin-Off,13,5,1,,,,"@4.00
            (Information: Year 2024)",7.2 ft,"Not including Lower Basement Floor, Upper Basement Floor, Ground Floor and Top Floor",Central,"MTR, Train, Ferry and Bus",Savills Property Management Limited,Monday To Friday 08:00 - 18:00Saturday 08:00 - 18:00Sunday  -,"Approx. 210,000 sq.ft.",A,
New Mandarin Plaza B,14 Science Museum Road,https://www.midlandici.com.hk/ics/property/building/details/B000053343/New-Mandarin-Plaza-B?lang=english,Commercial,1982,Spin-Off,13,5,1,,,,"@4.00
            (Information: Year 2024)",7.2 ft,"Not including Lower Basement Floor, Upper Basement Floor, Ground Floor and Top Floor",Central,"MTR, Train, Ferry and Bus",Savills Property Management Limited,Monday To Friday 08:00 - 18:00Saturday 08:00 - 18:00Sunday  -,"Approx. 210,000 sq.ft.",A,
Ocean Centre,5 Canton Road,https://www.midlandici.com.hk/ics/property/building/details/B000022214/Ocean-Centre?lang=english,Commercial,1977,Unified,15,18,1,,,,"@8.63
            (Information: Year 2024)",,"Not including Basement, Basement Mezzanine and Ground Floor",Central,,Harbour City Management Ltd,Monday To Friday 08:30 - 19:00Saturday 08:30 - 14:00Sunday  -,,A,
One Bedford Place,100-114 Bedford Road,https://www.midlandici.com.hk/ics/property/building/details/B000121585/One-Bedford-Place?lang=english,"Commercial,Shop",2024,Spin-Off,10,5,1,,,,"@4.40
            (Information: Year 2024)",3.73-5,,Central,,Savills Property Management Limited,Monday To Friday 08:00 - 20:00Saturday 08:00 - 20:00Sunday  -,"Approx. 144,605 sq.ft.",A,
One Peking,1 Peking Road,https://www.midlandici.com.hk/ics/property/building/details/B000062494/One-Peking?lang=english,Commercial,2003,Unified,35,6,1,,,,"@7.80
            (Information: Year 2019)",2.8m-,"Not including Basement 4 to Basement 2 Floors, Basement 1 Floor, Lobby Floor, M1 to M3 Floors, M4 Floor and Ground Floor 
            
               * 2/F, 4/F, 5/F, 6/F, 14/F and 24/F Omitted / * Refuge floor at 3/F",Central,,JONES LANG LASALLLE MGT SERVICE LTD,Monday To Friday 08:00 - 19:00Saturday 08:00 - 14:00Sunday  -,,A,
Oriental Centre,67-71 Chatham Road South,https://www.midlandici.com.hk/ics/property/building/details/B000022375/Oriental-Centre?lang=english,Commercial,1975,Spin-Off,18,3,,,,,"@2.60
            (Information: Year 2018)",,Not including Ground Floor,Split,,Yoshiya Property Management Ltd,,"Approx. 64,260 sq.ft.",B,
Oriental Crystal Finance Centre,107-109 Chatham Road South,https://www.midlandici.com.hk/ics/property/building/details/B000022377/Oriental-Crystal-Finance-Centre?lang=english,Commercial,1995,Spin-Off,21,2,,,,,"@4.30
            (Information: Year 2015)",3.15m-,Not including Basement and Ground Floor,Central,,中望物業管理,Monday To Friday 09:00 - 19:00Saturday 09:00 - 13:00Sunday  -,,B,
Peninsula Centre,67 Mody Road,https://www.midlandici.com.hk/ics/property/building/details/B000022526/Peninsula-Centre?lang=english,Commercial,1981,Spin-Off,13,8,2,,,,"@3.60
            (Information: Year 2021)",9.5 ft,"Not including Basement, Lower Ground Floor and Ground Floor",Central,"MTR, Train, Ferry and Bus",佳定物業TEL :23694625,Monday To Friday 09:00 - 18:00Saturday 09:00 - 13:00Sunday  -,"Approx. 321,000 sq.ft.",A,
President Commercial Centre,608 Nathan Road,https://www.midlandici.com.hk/ics/property/building/details/B000006958/President-Commercial-Centre?lang=english,Commercial,1975,Spin-Off,22,3,1,,,,"@3.00
            (Information: Year 2016)",,Not including Basement and Ground Floor,Split,,Jones Lang Lasalle Management Services Ltd,,,B,
Railway Plaza,37-43 Chatham Road South,https://www.midlandici.com.hk/ics/property/building/details/B000022803/Railway-Plaza?lang=english,Commercial,1994,Spin-Off,28,6,1,,,,"@5.60
            (Information: Year 2023)",7.9 ft,"Not including Basement and Ground Floor 
            
               * 14/F and 24/F Omitted",Central,,戴德梁行,Monday To Friday 09:00 - 18:00Saturday 09:00 - 14:00Sunday  -,"Approx. 228,000 sq.ft.",A,
Richmond Commercial Building,107-111 Argyle Street,https://www.midlandici.com.hk/ics/property/building/details/B000022866/Richmond-Commercial-Building?lang=english,Commercial,1994,Spin-Off,26,2,,,,,"@3.07
            (Information: Year 2020)",,"Not including Basement and Ground Floor 
            
               * 4/F, 13/F, 14/F and 24/F Omitted",Split,,新城市服務有限公司,,,B,
Rightful Centre,12 Tak Hing Street,https://www.midlandici.com.hk/ics/property/building/details/B000022881/Rightful-Centre?lang=english,Commercial,1995,Spin-Off,22,3,,,,,"@2.31
            (Information: Year 2024)","9'-7""-",Not including Ground Floor,Split,,恆益物業,,,B,
Silvercord Tower 1,30 Canton Road,https://www.midlandici.com.hk/ics/property/building/details/B000023363/Silvercord-Tower-1?lang=english,Commercial,1983,Spin-Off,14,4,1,,,,"@4.95
            (Information: Year 2024)",7.5 ft,"Not including Basement, Lower Ground Floor and Ground Floor",Central,"MTR, Train and Bus",Harbour City Management Ltd,Monday To Friday 08:30 - 18:30Saturday 08:30 - 18:30Sunday  -,"Approx. 296,000 sq.ft.",A,
Silvercord Tower 2,30 Canton Road,https://www.midlandici.com.hk/ics/property/building/details/B000060508/Silvercord-Tower-2?lang=english,Commercial,1983,Spin-Off,14,4,1,,,,"@4.95
            (Information: Year 2024)",7.5 ft,"Not including Basement, Lower Ground Floor and Ground Floor",Central,"MTR, Train and Bus",Harbour City Management Ltd,Monday To Friday 08:30 - 18:30Saturday 08:30 - 18:30Sunday  -,"Approx. 296,000 sq.ft.",A,
Silvercorp International Tower,707-713 Nathan Road,https://www.midlandici.com.hk/ics/property/building/details/B000007538/Silvercorp-International-Tower?lang=english,Commercial,1994,Spin-Off,25,2,,,,,"@4.20
            (Information: Year 2016)",,"Not including Basement and Ground Floor 
            
               * 4/F, 14/F and 24/F Omitted",Central,,Savills Property Management Limited,Monday To Friday 08:00 - 19:00Saturday 08:00 - 14:00Sunday  -,,B,
Sino Centre,582-592 Nathan Road,https://www.midlandici.com.hk/ics/property/building/details/B000006953/Sino-Centre?lang=english,Commercial,1979,Spin-Off,22,4,1,,,,"@3.34
            (Information: Year 2017)",18 ft,Not including Basement and Ground Floor,Central,"MTR, Ferry and Bus",信和,Monday To Friday 09:00 - 19:00Saturday 09:00 - 19:00Sunday  -,,B,
South Seas Centre 1,75 Mody Road,https://www.midlandici.com.hk/ics/property/building/details/B000053344/South-Seas-Centre-1?lang=english,Commercial,1982,Spin-Off,16,4,1,,,,"@4.54
            (Information: Year 2022)",7.5 ft,"Not including Basement, Lower Ground Floor, Upper Ground Floor and Ground Floor",Central,MTR,ISS EastPoint Property Management Ltd,Monday To Friday 09:00 - 18:00Saturday 09:00 - 13:00Sunday  -,"Approx. 163,000 sq.ft.",A,
South Seas Centre 2,75 Mody Road,https://www.midlandici.com.hk/ics/property/building/details/B000053345/South-Seas-Centre-2?lang=english,Commercial,1982,Spin-Off,16,4,1,,,,"@4.54
            (Information: Year 2021)",7.5 ft,"Not including Basement, Lower Ground Floor, Upper Ground Floor and Ground Floor",Central,"MTR, Ferry and Bus",ISS EastPoint Property Management Ltd,Monday To Friday 09:00 - 18:00Saturday 09:00 - 13:00Sunday  -,"Approx. 163,000 sq.ft.",A,
Star House,3 Salisbury Road,https://www.midlandici.com.hk/ics/property/building/details/B000023509/Star-House?lang=english,Commercial,1969,Spin-Off,21,13,3,,,,"@2.08
            (Information: Year 2023)",Ceiling Height: 2.1M and 2.5M,Not including Basement and Ground Floor,Split,MTR,ISS EastPoint Property Management Ltd,Monday To Friday 08:00 - 18:00Saturday 08:00 - 13:00Sunday  -,"Approx. 560,000 sq.ft.",A,
Supreme House,2a Hart Avenue,https://www.midlandici.com.hk/ics/property/building/details/B000023673/Supreme-House?lang=english,Commercial,1983,Spin-Off,13,2,,,,,"@4.00
            (Information: Year 2016)",,Not including Ground Floor,Central,,Roth & Sons Estates Management Ltd,Monday To Friday 08:00 - 20:00Saturday 08:00 - 20:00Sunday  -,,B,
The Gateway Tower 1,25 Canton Road,https://www.midlandici.com.hk/ics/property/building/details/B000019393/The-Gateway-Tower-1?lang=english,Commercial,1994,Unified,38,12,1,,,,"@8.63
            (Information: Year 2025)","8'4""-","Not including Basement 2 and Basement 1 
            
               * 1/F Omitted",Central,,Harbour City Management Ltd,Monday To Friday 08:30 - 19:00Saturday 08:30 - 14:00Sunday  -,,A,
The Gateway Tower 2,25 Canton Road,https://www.midlandici.com.hk/ics/property/building/details/B000062497/The-Gateway-Tower-2?lang=english,Commercial,1994,Unified,38,12,1,,,,"@8.63
            (Information: Year 2025)",,"Not includng Basement 2 and Basement 1 
            
               * 1/F Omitted",Central,,Harbour City Management Ltd,Monday To Friday 08:30 - 19:00Saturday 08:30 - 14:00Sunday  -,,A,
The Gateway Tower 3-prudential Tower,21 Canton Road,https://www.midlandici.com.hk/ics/property/building/details/B000062498/The-Gateway-Tower-3-prudential-Tower?lang=english,Commercial,1999,Unified,35,8,2,,,,"@8.63
            (Information: Year 2025)",,"Not including Basement 1 and Mezzanine Floor 
            
               * 1/F, 13/F, 14/F, 24/F and 34/F Omitted 
            
               * Refuge floor at Roof",Central,,Harbour City Management Ltd,Monday To Friday 08:30 - 19:00Saturday 08:30 - 14:00Sunday  -,,A,
The Gateway Tower 5,15 Canton Road,https://www.midlandici.com.hk/ics/property/building/details/B000062499/The-Gateway-Tower-5?lang=english,Commercial,1999,Unified,35,8,2,,,,"@8.63
            (Information: Year 2025)",,"Not including Basement 1 and Mezzanine Floor and Ground floor 
            
               * 1/F, 13/F, 14/F, 24/F and 34/F Omitted 
            
               * Refuge at Roof Floor",Central,,Harbour City Management Ltd,Monday To Friday 08:30 - 19:00Saturday 08:30 - 14:00Sunday  -,,A,
The Gateway Tower 6,9 Canton Road,https://www.midlandici.com.hk/ics/property/building/details/B000062500/The-Gateway-Tower-6?lang=english,Commercial,1999,Unified,35,16,2,,,,"@8.63
            (Information: Year 2025)",,"Not including Basement 1 and Mezzanine Floor and Ground floor 
            
               * 1/F, 13/F, 14/F, 24/F and 34/F Omitted 
            
               * Refuge floor at Roof",Central,,Harbour City Management Ltd,Monday To Friday 08:30 - 19:00Saturday 08:30 - 14:00Sunday  -,,A,
Tsimshatsui Centre,66 Mody Road,https://www.midlandici.com.hk/ics/property/building/details/B000024174/Tsimshatsui-Centre?lang=english,Commercial,1980,Unified,14,5,1,,,,"@8.27
            (Information: Year 2023)",2.8m-,"Not including Basement 1, Basement 2 and Ground Floor",Central,,SINO,Monday To Friday 08:00 - 18:00Saturday 08:00 - 14:00Sunday  -,,A,
Universal Commercial Building,65-69 Peking Road,https://www.midlandici.com.hk/ics/property/building/details/B000007162/Universal-Commercial-Building?lang=english,Commercial,1966,Spin-Off,14,2,,,,,"@2.70
            (Information: Year 2019)",,Not including Basement and Ground Floor,Split,,,,,B,
Valiant Commercial Building,22-24 Prat Avenue,https://www.midlandici.com.hk/ics/property/building/details/B000024395/Valiant-Commercial-Building?lang=english,Commercial,1986,Spin-Off,20,2,,,,,"@3.74
            (Information: Year 2016)",,Not including Basement and Ground Floor,Split,,International Property Management Limited,,,B,
Wharf T & T Centre,7 Canton Road,https://www.midlandici.com.hk/ics/property/building/details/B000025167/Wharf-T---T-Centre?lang=english,Commercial,1982,Unified,16,8,1,,,,"@8.38
            (Information: Year 2023)",7ft 6in,"Not including Sub Basement, Basement Podium and Ground Floor",Central,"Close to MTR Station, Ferry Pier, Bus and Minibus",Harbour City Management Ltd,Monday To Friday 08:30 - 19:00Saturday 08:30 - 14:00Sunday  -,,A,
Wing On Plaza,62 Mody Road,https://www.midlandici.com.hk/ics/property/building/details/B000025000/Wing-On-Plaza?lang=english,Commercial,1981,Spin-Off,12,6,1,,,,"@5.27
            (Information: Year 2023)",,"Not including Basement, Lower Ground Floor, Ground Floor and Mezzanine",Central,MTR,JONES LANG LASALLLE MGT SERVICE LTD,Monday To Friday 08:00 - 19:00Saturday 08:00 - 19:00Sunday  -,,A,
World Commerce Centre,11 Canton Road,https://www.midlandici.com.hk/ics/property/building/details/B000025163/World-Commerce-Centre?lang=english,Commercial,1983,Unified,17,8,1,,,,"@7.95
            (Information: Year 2021)",,"Not including Sub Basement, Basement Podium and Ground Floor",Central,"Close to Tsim Sha Tsui  MTR Station, Bus and Minibus",Harbour City Management Ltd,Monday To Friday 08:30 - 19:00Saturday 08:30 - 14:00Sunday  -,,A,
World Finance Centre (north Tower),17-19 Canton Road,https://www.midlandici.com.hk/ics/property/building/details/B000061853/World-Finance-Centre--north-Tower-?lang=english,Commercial,1983,Unified,17,8,1,,,,"@8.38
            (Information: Year 2023)",7ft 5in,"Not including Sub Basement, Basement Podium and Ground Floor",Central,"MTR, Ferry and Minibus",Harbour City Management Ltd,Monday To Friday 08:30 - 17:00Saturday 08:30 - 14:00Sunday  -,,A,
World Finance Centre (south Tower),17-19 Canton Road,https://www.midlandici.com.hk/ics/property/building/details/B000061852/World-Finance-Centre--south-Tower-?lang=english,Commercial,1983,Unified,17,8,1,,,,"@8.38
            (Information: Year 2023)",,"Not including Sub Basement, Basement Podium and Ground Floor",Central,"Close to Tsim Sha Tsui MTR Station, Ferry, Bus and Minibus",Harbour City Management Ltd,Monday To Friday 08:30 - 17:00Saturday 08:30 - 14:00Sunday  -,"Approx. 252,000 sq.ft.",A,
Zhongda Building,38-40 Haiphong Road,https://www.midlandici.com.hk/ics/property/building/details/B000025617/Zhongda-Building?lang=english,Commercial,1980,Spin-Off,15,2,1,,,,"@2.84
            (Information: Year 2018)",,Not including Ground Floor,Split,,Fore Glory Management Limited,,,B,
83 King Lam Street Tower A,83 King Lam Street,https://www.midlandici.com.hk/ics/property/building/details/B000112480/83-King-Lam-Street-Tower-A?lang=english,Commercial,2022,Spin-Off,,12,1,,,,"@6.50
            (Information: Year 2024)",,,Central,,,,,A,
83 King Lam Street Tower B,83 King Lam Street,https://www.midlandici.com.hk/ics/property/building/details/B000112481/83-King-Lam-Street-Tower-B?lang=english,Commercial,2022,Spin-Off,,,1,,,,"@6.50
            (Information: Year 2024)",,,Central,,,,,A,
909 Cheung Sha Wan Road,909 Cheung Sha Wan Road,https://www.midlandici.com.hk/ics/property/building/details/B000024673/909-Cheung-Sha-Wan-Road?lang=english,Commercial,2007,Unified,26,6,,,,,"@6.25
            (Information: Year 2020)","G-1/F: 19 ft 4 in.
2/F: 16 ft 1 in.
3/F: 13 ft 5 in. 
5-6/F: 14 ft 1 in. 
7-25/F: 13 ft 7 in.
26-27/F: 14 ft 9 in.
28/F: 18 ft 1 in.","Not including Ground Floor 
            
               * 4/F, 14/F and 24/F Omitted",Central,,,,,A,
Billion Plaza,8 Cheung Yue Street,https://www.midlandici.com.hk/ics/property/building/details/B000052931/Billion-Plaza?lang=english,Commercial,2002,Spin-Off,30,5,1,,,,"@3.16
            (Information: Year 2024)",3.74m-,"G-2/F & 7- 9/F & 11/F - 18/F X 2
G/F- 3/F & 19/F -33/F X 3
平地入口",Water Cooling,"Close to Lai Chi Kok MTR Station, Bus and Minibus",JONES LANG LASALLLE MGT SERVICE LTD,Monday To Friday 07:00 - 23:00Saturday 07:00 - 23:00Sunday  -,"Approx. 200,000 sq.ft.",A,
Billion Plaza Ii,10 Cheung Yue Street,https://www.midlandici.com.hk/ics/property/building/details/B000078476/Billion-Plaza-Ii?lang=english,Commercial,2014,Spin-Off,22,4,1,,,,"@2.70
            (Information: Year 2024)",4.375-4.428,"Height Floor To Floor:8/F-31/F 4.375 meters, 32/F 4.428 meters
Private Car Parking :100 nos., Accessible (Disable) Car Parking :2 nos., Motor Cycle Parking :11 nos., Lorry Parking :1 Heavy Goods, 3 n",Water Cooling,,JONES LANG LASALLLE MGT SERVICE LTD,Monday To Friday  - Saturday  - Sunday  -,"Approx. 340,000 sq.ft.",A,
Cheung Sha Wan Plaza Tower I,833 Cheung Sha Wan Road,https://www.midlandici.com.hk/ics/property/building/details/B000054978/Cheung-Sha-Wan-Plaza-Tower-I?lang=english,Commercial,1989,Unified,14,4,2,,,,"@5.80
            (Information: Year 2024)",,"G/F - 11/F X 4
平地入口",Central,Close to MTR Station,,,,B,
Cheung Sha Wan Plaza Tower Ii,833 Cheung Sha Wan Road,https://www.midlandici.com.hk/ics/property/building/details/B000054979/Cheung-Sha-Wan-Plaza-Tower-Ii?lang=english,Commercial,1989,Unified,15,4,,,,,"@5.80
            (Information: Year 2024)",,"G/F - 12/F X 4
平地入口",Central,,,,,B,
China Shipbuilding Tower,650 Cheung Sha Wan Road,https://www.midlandici.com.hk/ics/property/building/details/B000083965/China-Shipbuilding-Tower?lang=english,Commercial,2017,Spin-Off,21,3,1,,,,"@2.50
            (Information: Year 2019)",3.85m-4.2m,"Not including Basement Level 2, Basement Level 1 and Ground Floor 
            
               * 4/F, 13/F, 14/F and 24/F Omitted",Water Cooling,,,,"Approx. 225,000 sq.ft.",A,
Clifford Centre,778-784 Cheung Sha Wan Road,https://www.midlandici.com.hk/ics/property/building/details/B000053057/Clifford-Centre?lang=english,Trade and Industry,1998,Spin-Off,30,4,,,,,"@3.08
            (Information: Year 2024)",,"Not including Ground Floor 
            
               * 4/F, 13/F, 14/F, 24/F and 34/F Omitted",Split,"Close to Lai Chi Kok MTR Station, Bus and Minibus",Sino Estates Management Ltd.,Monday To Friday  - Saturday  - Sunday  -,,,
Comweb Plaza,12 Cheung Yue Street,https://www.midlandici.com.hk/ics/property/building/details/B000007242/Comweb-Plaza?lang=english,Trade and Industry,1996,Spin-Off,31,3,1,,,,"@4.3
            (Information: Year 2016)","Mechanical Floor: 4M
G/F: 5.2M
1-2/F & 5/F: 3.2M
6/F: 3.5M
7-13/F & 15/F: 3.5M
18/F: 3.7M
19-23/F & 25-33/F: 3.5M","Not including Ground Floor and Mechanical Floor (between 18th floor & 19th floor) 
            
               * 4/F, 14/F and 24/F Omitted",,"Close to Lai Chi Kok MTR Station, Bus and Minibus",Sun Hung Kai Properries' subsidiary Hong Yip Service Company Limited,,,B,
